video_id,title,channel_title,alert_type,alert_priority,alert_reason,alert_score,ravs_score,ravs_speed_of_engagement,ravs_regulatory_relevance,ravs_safety_implications,ravs_influencer_reach,ravs_topic_sensitivity,viral_probability,trend_score,growth_acceleration,sentiment_label,emotion_label,toxicity_label,toxicity_score,pharma_risk_score,narrative_cluster_id,dominant_topic_id,topic_keywords,cluster_volume,narrative_trend_score,view_count,like_count,comment_count,subscriber_count,tracking_timestamp
eoBDGe0Znmg,Why Vets Squeeze Dummy Foals #goodtoknow #vet #medicine #educational #funfacts #lifehacks #survival,Vetventures,emerging_narrative,medium,Narrative cluster accelerating rapidly,240.27898544268388,0.5279,99,74,20,35,100,0.9947,1199.7553772134193,0.0,neutral,joy,non_toxic,0.1475,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,4712.392744804283,3319387.0,131236.0,1313.0,0,2026-05-18 09:30:53.077934+00:00
eoBDGe0Znmg,Why Vets Squeeze Dummy Foals #goodtoknow #vet #medicine #educational #funfacts #lifehacks #survival,Vetventures,viral_emerging,high,High virality probability detected,240.27898544268388,0.5279,99,74,20,35,100,0.9947,1199.7553772134193,0.0,neutral,joy,non_toxic,0.1475,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,4712.392744804283,3319387.0,131236.0,1313.0,0,2026-05-18 16:08:17.805041+00:00
eoBDGe0Znmg,Why Vets Squeeze Dummy Foals #goodtoknow #vet #medicine #educational #funfacts #lifehacks #survival,Vetventures,growth_spike,medium,Rapid growth acceleration detected,240.27898544268388,0.5279,99,74,20,35,100,0.9947,1199.7553772134193,0.0,neutral,joy,non_toxic,0.1475,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,4712.392744804283,3319387.0,131236.0,1313.0,0,2026-05-18 09:30:53.077934+00:00
yFKzE9elgrk,How To Make Any Cat Yawn #goodtoknow #vet #medicine #funfacts #educational #lifehacks #survival #tip,Vetventures,viral_emerging,high,High virality probability detected,170.1723440661215,0.4416,99,74,20,35,100,0.9965,849.3616703306075,0.0,positive,joy,non_toxic,0.0053,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,3556.093512091004,1388441.0,36939.0,329.0,0,2026-05-18 09:30:53.077934+00:00
yFKzE9elgrk,How To Make Any Cat Yawn #goodtoknow #vet #medicine #funfacts #educational #lifehacks #survival #tip,Vetventures,growth_spike,medium,Rapid growth acceleration detected,170.1723440661215,0.4416,99,74,20,35,100,0.9965,849.3616703306075,0.0,positive,joy,non_toxic,0.0053,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,3556.093512091004,1388441.0,36939.0,329.0,0,2026-05-18 09:30:53.077934+00:00
yFKzE9elgrk,How To Make Any Cat Yawn #goodtoknow #vet #medicine #funfacts #educational #lifehacks #survival #tip,Vetventures,emerging_narrative,medium,Narrative cluster accelerating rapidly,170.1723440661215,0.4416,99,74,20,35,100,0.9965,849.3616703306075,0.0,positive,joy,non_toxic,0.0053,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,3556.093512091004,1388441.0,36939.0,329.0,0,2026-05-18 16:08:17.805041+00:00
BSrcLgZmNXo,FDA Director Resigns After Trump Approved Flavored Vape Pens,DeFranco News Clips,growth_spike,medium,Rapid growth acceleration detected,153.47881596105063,0.427,99,74,20,35,100,0.9967,765.8974298052532,0.0,neutral,sadness,non_toxic,0.0016,0,3,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1800,3247.461518357335,839625.0,38655.0,1301.0,0,2026-05-18 16:08:17.805041+00:00
BSrcLgZmNXo,FDA Director Resigns After Trump Approved Flavored Vape Pens,DeFranco News Clips,emerging_narrative,medium,Narrative cluster accelerating rapidly,153.47881596105063,0.427,99,74,20,35,100,0.9967,765.8974298052532,0.0,neutral,sadness,non_toxic,0.0016,0,3,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1800,3247.461518357335,839625.0,38655.0,1301.0,0,2026-05-18 09:30:53.077934+00:00
BSrcLgZmNXo,FDA Director Resigns After Trump Approved Flavored Vape Pens,DeFranco News Clips,viral_emerging,high,High virality probability detected,153.47881596105063,0.427,99,74,20,35,100,0.9967,765.8974298052532,0.0,neutral,sadness,non_toxic,0.0016,0,3,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1800,3247.461518357335,839625.0,38655.0,1301.0,0,2026-05-18 16:08:17.805041+00:00
y1flHcojAx0,How To Fix Ballerina Foals 😷 #goodtoknow #vet #medicine #funfacts #lifehacks #educational #survival,Vetventures,emerging_narrative,medium,Narrative cluster accelerating rapidly,132.7601220184331,0.4119,99,74,20,35,100,0.9952,662.2932100921655,0.0,neutral,joy,non_toxic,0.0146,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,2938.7675933041464,1885015.0,66287.0,457.0,0,2026-05-18 16:08:17.805041+00:00
y1flHcojAx0,How To Fix Ballerina Foals 😷 #goodtoknow #vet #medicine #funfacts #lifehacks #educational #survival,Vetventures,growth_spike,medium,Rapid growth acceleration detected,132.7601220184331,0.4119,99,74,20,35,100,0.9952,662.2932100921655,0.0,neutral,joy,non_toxic,0.0146,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,2938.7675933041464,1885015.0,66287.0,457.0,0,2026-05-18 09:30:53.077934+00:00
y1flHcojAx0,How To Fix Ballerina Foals 😷 #goodtoknow #vet #medicine #funfacts #lifehacks #educational #survival,Vetventures,viral_emerging,high,High virality probability detected,132.7601220184331,0.4119,99,74,20,35,100,0.9952,662.2932100921655,0.0,neutral,joy,non_toxic,0.0146,0,9,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1883,2938.7675933041464,1885015.0,66287.0,457.0,0,2026-05-18 16:08:17.805041+00:00
QtInYvVOgK4,Pet Poison Dart Frogs Are NOT Poisonous! #goodtoknow #vet #medicine #educational #funfacts #survival,Vetventures,emerging_narrative,medium,Narrative cluster accelerating rapidly,107.39405055839414,0.389,99,74,20,35,100,0.9957,535.4714027919707,0.0,neutral,joy,non_toxic,0.0053,0,2,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1076,2197.4556292135035,1503484.0,54183.0,276.0,0,2026-05-18 09:30:53.077934+00:00
QtInYvVOgK4,Pet Poison Dart Frogs Are NOT Poisonous! #goodtoknow #vet #medicine #educational #funfacts #survival,Vetventures,viral_emerging,high,High virality probability detected,107.39405055839414,0.389,99,74,20,35,100,0.9957,535.4714027919707,0.0,neutral,joy,non_toxic,0.0053,0,2,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1076,2197.4556292135035,1503484.0,54183.0,276.0,0,2026-05-18 16:08:17.805041+00:00
QtInYvVOgK4,Pet Poison Dart Frogs Are NOT Poisonous! #goodtoknow #vet #medicine #educational #funfacts #survival,Vetventures,growth_spike,medium,Rapid growth acceleration detected,107.39405055839414,0.389,99,74,20,35,100,0.9957,535.4714027919707,0.0,neutral,joy,non_toxic,0.0053,0,2,9,"research, dr, drug, trial, medical, immunotherapy, oncology, treatment, clinical, cancer",1076,2197.4556292135035,1503484.0,54183.0,276.0,0,2026-05-18 16:08:17.805041+00:00
zvnocleADiU,Natural shampoo for hair growth🧴 #haircare #hairgrowth #hair #foryou #trending #shortfeed #hair,𝑺𝒖𝒎𝒊𝒏_♡,emerging_narrative,medium,Narrative cluster accelerating rapidly,79.68222719219744,0.3656,99,74,20,35,100,0.9955,396.9141859609872,0.0,neutral,neutral,non_toxic,0.0037,0,4,4,"finasteride, video, medical, wegovy, glp, health, ozempic, weight, hair, loss",627,1560.6168136712574,0.0,0.0,0.0,0,2026-05-18 20:33:45.564058+00:00
zvnocleADiU,Natural shampoo for hair growth🧴 #haircare #hairgrowth #hair #foryou #trending #shortfeed #hair,𝑺𝒖𝒎𝒊𝒏_♡,growth_spike,medium,Rapid growth acceleration detected,79.68222719219744,0.3656,99,74,20,35,100,0.9955,396.9141859609872,0.0,neutral,neutral,non_toxic,0.0037,0,4,4,"finasteride, video, medical, wegovy, glp, health, ozempic, weight, hair, loss",627,1560.6168136712574,0.0,0.0,0.0,0,2026-05-18 20:33:45.564058+00:00
zvnocleADiU,Natural shampoo for hair growth🧴 #haircare #hairgrowth #hair #foryou #trending #shortfeed #hair,𝑺𝒖𝒎𝒊𝒏_♡,viral_emerging,high,High virality probability detected,79.68222719219744,0.3656,99,74,20,35,100,0.9955,396.9141859609872,0.0,neutral,neutral,non_toxic,0.0037,0,4,4,"finasteride, video, medical, wegovy, glp, health, ozempic, weight, hair, loss",627,1560.6168136712574,0.0,0.0,0.0,0,2026-05-18 20:33:45.564058+00:00
C2mXy44PPh4,HPV Vaccine Now Free for Girls in AP | Don’t Believe Myths | Dr Neeraja,"Dr K Neeraja - MD, DM (Neurology)",pharma_risk,critical,Potential pharma safety risk detected,74.7435324795169,0.3898,99,35,20,35,100,0.9967,371.4709123975844,0.0,positive,joy,non_toxic,0.0017,1,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1655.9540109120285,820996.0,20374.0,555.0,0,2026-05-18 16:08:17.805041+00:00
C2mXy44PPh4,HPV Vaccine Now Free for Girls in AP | Don’t Believe Myths | Dr Neeraja,"Dr K Neeraja - MD, DM (Neurology)",viral_emerging,high,High virality probability detected,74.7435324795169,0.3898,99,35,20,35,100,0.9967,371.4709123975844,0.0,positive,joy,non_toxic,0.0017,1,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1655.9540109120285,820996.0,20374.0,555.0,0,2026-05-18 16:08:17.805041+00:00
C2mXy44PPh4,HPV Vaccine Now Free for Girls in AP | Don’t Believe Myths | Dr Neeraja,"Dr K Neeraja - MD, DM (Neurology)",emerging_narrative,medium,Narrative cluster accelerating rapidly,74.7435324795169,0.3898,99,35,20,35,100,0.9967,371.4709123975844,0.0,positive,joy,non_toxic,0.0017,1,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1655.9540109120285,820996.0,20374.0,555.0,0,2026-05-18 16:08:17.805041+00:00
C2mXy44PPh4,HPV Vaccine Now Free for Girls in AP | Don’t Believe Myths | Dr Neeraja,"Dr K Neeraja - MD, DM (Neurology)",growth_spike,medium,Rapid growth acceleration detected,74.7435324795169,0.3898,99,35,20,35,100,0.9967,371.4709123975844,0.0,positive,joy,non_toxic,0.0017,1,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1655.9540109120285,820996.0,20374.0,555.0,0,2026-05-18 16:08:17.805041+00:00
_YT9-MO_e64,Doctor Explains: needle free injections?!,Doctor Myro,viral_emerging,high,High virality probability detected,74.12369288853894,0.361,99,74,20,35,100,0.9973,369.1213144426947,0.0,positive,surprise,non_toxic,0.0012,0,2,4,"finasteride, video, medical, wegovy, glp, health, ozempic, weight, hair, loss",1076,1648.500337660893,4102519.0,132826.0,1920.0,0,2026-05-18 09:30:53.077934+00:00
_YT9-MO_e64,Doctor Explains: needle free injections?!,Doctor Myro,growth_spike,medium,Rapid growth acceleration detected,74.12369288853894,0.361,99,74,20,35,100,0.9973,369.1213144426947,0.0,positive,surprise,non_toxic,0.0012,0,2,4,"finasteride, video, medical, wegovy, glp, health, ozempic, weight, hair, loss",1076,1648.500337660893,4102519.0,132826.0,1920.0,0,2026-05-18 16:08:17.805041+00:00
_YT9-MO_e64,Doctor Explains: needle free injections?!,Doctor Myro,emerging_narrative,medium,Narrative cluster accelerating rapidly,74.12369288853894,0.361,99,74,20,35,100,0.9973,369.1213144426947,0.0,positive,surprise,non_toxic,0.0012,0,2,4,"finasteride, video, medical, wegovy, glp, health, ozempic, weight, hair, loss",1076,1648.500337660893,4102519.0,132826.0,1920.0,0,2026-05-18 16:08:17.805041+00:00
RYBN5HSJyvE,Thank You Lord - Jenn Johnson and Brooke Ligertwood,Jenn Johnson,emerging_narrative,medium,Narrative cluster accelerating rapidly,61.55279491926985,0.3503,99,74,20,35,100,0.9968,306.26787459634926,0.0,positive,neutral,non_toxic,0.0009,0,0,2,"05, new, 30, 10, like, episode, ingelheim, boehringer, johnson, 00",1187,1485.4839861679525,3850093.0,2393.0,60.0,0,2026-05-18 09:30:53.077934+00:00
RYBN5HSJyvE,Thank You Lord - Jenn Johnson and Brooke Ligertwood,Jenn Johnson,growth_spike,medium,Rapid growth acceleration detected,61.55279491926985,0.3503,99,74,20,35,100,0.9968,306.26787459634926,0.0,positive,neutral,non_toxic,0.0009,0,0,2,"05, new, 30, 10, like, episode, ingelheim, boehringer, johnson, 00",1187,1485.4839861679525,3850093.0,2393.0,60.0,0,2026-05-18 09:30:53.077934+00:00
RYBN5HSJyvE,Thank You Lord - Jenn Johnson and Brooke Ligertwood,Jenn Johnson,viral_emerging,high,High virality probability detected,61.55279491926985,0.3503,99,74,20,35,100,0.9968,306.26787459634926,0.0,positive,neutral,non_toxic,0.0009,0,0,2,"05, new, 30, 10, like, episode, ingelheim, boehringer, johnson, 00",1187,1485.4839861679525,3850093.0,2393.0,60.0,0,2026-05-18 09:30:53.077934+00:00
rBpLMdxt9QE,Vacinas de Kemily estão ok🩷 ✅ #foryou #vlog,Stories dos famosos ,emerging_narrative,medium,Narrative cluster accelerating rapidly,57.479118075400606,0.3473,99,74,20,35,100,0.9979,285.897440377003,0.0,positive,neutral,non_toxic,0.0013,0,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1373.8615532441102,1056024.0,44230.0,372.0,0,2026-05-18 16:08:17.805041+00:00
rBpLMdxt9QE,Vacinas de Kemily estão ok🩷 ✅ #foryou #vlog,Stories dos famosos ,viral_emerging,high,High virality probability detected,57.479118075400606,0.3473,99,74,20,35,100,0.9979,285.897440377003,0.0,positive,neutral,non_toxic,0.0013,0,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1373.8615532441102,1056024.0,44230.0,372.0,0,2026-05-18 16:08:17.805041+00:00
rBpLMdxt9QE,Vacinas de Kemily estão ok🩷 ✅ #foryou #vlog,Stories dos famosos ,growth_spike,medium,Rapid growth acceleration detected,57.479118075400606,0.3473,99,74,20,35,100,0.9979,285.897440377003,0.0,positive,neutral,non_toxic,0.0013,0,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1373.8615532441102,1056024.0,44230.0,372.0,0,2026-05-18 09:30:53.077934+00:00
VWBEsV-Zv-c,लसीकरणानंतरची गाठ | Vaccine Lump Normal,SthreeVerse Marathi,growth_spike,medium,Rapid growth acceleration detected,56.43616291688445,0.3467,99,74,20,35,100,0.9975,280.6811645844222,0.0,neutral,fear,non_toxic,0.0034,0,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1356.6478431285934,630226.0,1058.0,0.0,0,2026-05-18 16:08:17.805041+00:00
VWBEsV-Zv-c,लसीकरणानंतरची गाठ | Vaccine Lump Normal,SthreeVerse Marathi,viral_emerging,high,High virality probability detected,56.43616291688445,0.3467,99,74,20,35,100,0.9975,280.6811645844222,0.0,neutral,fear,non_toxic,0.0034,0,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1356.6478431285934,630226.0,1058.0,0.0,0,2026-05-18 09:30:53.077934+00:00
VWBEsV-Zv-c,लसीकरणानंतरची गाठ | Vaccine Lump Normal,SthreeVerse Marathi,emerging_narrative,medium,Narrative cluster accelerating rapidly,56.43616291688445,0.3467,99,74,20,35,100,0.9975,280.6811645844222,0.0,neutral,fear,non_toxic,0.0034,0,2,1,"medicine, hantavirus, mrna, health, fda, pfizer, covid, vaccines, diabetes, vaccine",1076,1356.6478431285934,630226.0,1058.0,0.0,0,2026-05-18 09:30:53.077934+00:00
82WknZ4EySU,Ex-Pfizer-Toxikologe: „Es war ein Menschenversuch“,{ungeskriptet} by Ben,growth_spike,medium,Rapid growth acceleration detected,51.17438568546077,0.3976,99,35,20,35,100,0.9938,252.88032842730385,0.0,negative,sadness,non_toxic,0.0009,2,5,2,"05, new, 30, 10, like, episode, ingelheim, boehringer, johnson, 00",511,1038.3050838101026,1094261.0,64600.0,14193.0,0,2026-05-18 09:30:53.077934+00:00
82WknZ4EySU,Ex-Pfizer-Toxikologe: „Es war ein Menschenversuch“,{ungeskriptet} by Ben,pharma_risk,critical,Potential pharma safety risk detected,51.17438568546077,0.3976,99,35,20,35,100,0.9938,252.88032842730385,0.0,negative,sadness,non_toxic,0.0009,2,5,2,"05, new, 30, 10, like, episode, ingelheim, boehringer, johnson, 00",511,1038.3050838101026,1094261.0,64600.0,14193.0,0,2026-05-18 16:08:17.805041+00:00
82WknZ4EySU,Ex-Pfizer-Toxikologe: „Es war ein Menschenversuch“,{ungeskriptet} by Ben,viral_emerging,high,High virality probability detected,51.17438568546077,0.3976,99,35,20,35,100,0.9938,252.88032842730385,0.0,negative,sadness,non_toxic,0.0009,2,5,2,"05, new, 30, 10, like, episode, ingelheim, boehringer, johnson, 00",511,1038.3050838101026,1094261.0,64600.0,14193.0,0,2026-05-18 09:30:53.077934+00:00
82WknZ4EySU,Ex-Pfizer-Toxikologe: „Es war ein Menschenversuch“,{ungeskriptet} by Ben,emerging_narrative,medium,Narrative cluster accelerating rapidly,51.17438568546077,0.3976,99,35,20,35,100,0.9938,252.88032842730385,0.0,negative,sadness,non_toxic,0.0009,2,5,2,"05, new, 30, 10, like, episode, ingelheim, boehringer, johnson, 00",511,1038.3050838101026,1094261.0,64600.0,14193.0,0,2026-05-18 09:30:53.077934+00:00
SuazC9qItjo,Lilly shooting her second deer!!,wild worlds Hunt ,growth_spike,medium,Rapid growth acceleration detected,50.8423362591056,0.3419,99,74,20,35,100,0.9915,252.712831295528,0.0,neutral,joy,non_toxic,0.0116,0,0,0,"pharmaceutical, pharma, 2026, eli, biopharma, squibb, myers, bristol, biosimilars, lilly",1187,1308.7523432752423,2154836.0,54569.0,903.0,0,2026-05-18 16:08:17.805041+00:00
